name,file_type.x,content_type,short_name,name_root
zeeguu_api/zeeguu_core/model/learner_stats/encounter_stats_update.py,py,py,encounter_stats_update.py,encounter_stats_update
zeeguu_api/zeeguu_core/model/learner_stats/encounter_stats.py,py,py,encounter_stats.py,encounter_stats
zeeguu_api/zeeguu_core/model/learner_stats/exercise_stats.py,py,py,exercise_stats.py,exercise_stats
zeeguu_api/zeeguu_core/model/learner_stats/learner_stats.py,py,py,learner_stats.py,learner_stats
zeeguu_api/zeeguu_core/model/localized_topic.py,py,py,localized_topic.py,localized_topic
zeeguu_api/zeeguu_core/model/ranked_word.py,py,py,ranked_word.py,ranked_word
zeeguu_api/zeeguu_core/model/search_filter.py,py,py,search_filter.py,search_filter
zeeguu_api/zeeguu_core/model/search_subscription.py,py,py,search_subscription.py,search_subscription
zeeguu_api/zeeguu_core/model/search.py,py,py,search.py,search
zeeguu_api/zeeguu_core/model/session.py,py,py,session.py,session
zeeguu_api/zeeguu_core/model/smartwatch/watch_event_type.py,py,py,watch_event_type.py,watch_event_type
zeeguu_api/zeeguu_core/model/smartwatch/watch_interaction_event.py,py,py,watch_interaction_event.py,watch_interaction_event
zeeguu_api/zeeguu_core/model/SortedExerciseLog.py,py,py,SortedExerciseLog.py,SortedExerciseLog
zeeguu_api/zeeguu_core/model/starred_article.py,py,py,starred_article.py,starred_article
zeeguu_api/zeeguu_core/model/student.py,py,py,student.py,student
zeeguu_api/zeeguu_core/model/teacher_cohort_map.py,py,py,teacher_cohort_map.py,teacher_cohort_map
zeeguu_api/zeeguu_core/model/teacher.py,py,py,teacher.py,teacher
zeeguu_api/zeeguu_core/model/text.py,py,py,text.py,text
zeeguu_api/zeeguu_core/model/topic_filter.py,py,py,topic_filter.py,topic_filter
zeeguu_api/zeeguu_core/model/topic_subscription.py,py,py,topic_subscription.py,topic_subscription
zeeguu_api/zeeguu_core/model/topic.py,py,py,topic.py,topic
zeeguu_api/zeeguu_core/model/unique_code.py,py,py,unique_code.py,unique_code
zeeguu_api/zeeguu_core/model/url.py,py,py,url.py,url
